	Feature ID	S10-V5-Q-B61-calc	S14-V5-P-B17-calc	S15-V5-R-B78-calc	S16S17-V5-K1-G12-root	S16S17-V5-K2-G12-root	S18S19-V5-L-B17-root	S20S21-V5-M-B61-root	S22S23-V5-N-B78-root	S8-V5-O-G12-calc	Taxon
109	f5435bdc5faf0f769eb2071ee17a289f	48.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	19.0	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Peptostreptococcales; f__Peptostreptococcaceae_256921; g__Peptostreptococcus
110	99781f175c6cd593281c54294b11791c	27.0	50.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Campylobacterota; c__Campylobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter_A
111	e413aa520364d8b8f6ae8d96ecb5b570	0.0	0.0	0.0	47.0	22.0	18.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_504705; f__Xanthobacteraceae_503485; g__Bradyrhizobium
112	bd55defc42b16c0a3c082ba5478265ca	0.0	7.0	0.0	14.0	16.0	39.0	0.0	10.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_660879; f__Moraxellaceae; g__Acinetobacter
113	8c34026fe49fa227128001bd1d13aa4f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82.0	d__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__Coriobacteriales; f__Atopobiaceae
114	b9d7e3d5a4f3c25e4938b2ac32af1ce8	0.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_877923; f__Flavobacteriaceae; g__Capnocytophaga_820688; s__Capnocytophaga leadbetteri
115	7508f36b500167aecf24b918680f2469	0.0	0.0	0.0	38.0	42.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Streptosporangiales; f__Streptosporangiaceae
116	0ae72ca4b6461fac49e3fd3ea21781f0	17.0	0.0	0.0	27.0	34.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__GWC2-71-9
117	7f4b430542d73fc1c1c3b3481c6fae57	42.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Pasteurellaceae
118	a4d969274253164ebf4b8b5a4775099a	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Actinobacteriota; c__Actinomycetia
119	c651d22b1aead8644651167704edf517	22.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	25.0	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Peptostreptococcales; f__Anaerovoracaceae
120	902879eeca90585c54181e0b7c7b01ca	16.0	50.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Johnsonella; s__Johnsonella ignava
121	18edf2979fec9982f1b606fcc16e69f6	0.0	0.0	0.0	39.0	38.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales_616009; f__Xanthomonadaceae_616009
122	93d5b9f37deb9a2045d4f82ac04c7455	76.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522
123	8f1acd099e44311a7a8376490b903e2e	76.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522
124	da33d21077e4d9f1ab7dcd2d824b6e2c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.0	d__Bacteria; p__Synergistota; c__Synergistia; o__Synergistales; f__Aminobacteriaceae
125	43a023c806409ea803ff16cf0c71241f	18.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	40.0	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Peptostreptococcales; f__Anaerovoracaceae
126	fad01b6cf1e377e7eb7b81fa34e6c74d	13.0	7.0	27.0	0.0	0.0	0.0	0.0	0.0	26.0	d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__Treponematales; f__Treponemataceae; g__Treponema_D
127	f97ef43b6b97c9fa17f95c05e37eb0ae	0.0	0.0	0.0	35.0	29.0	9.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales_616009; f__Xanthomonadaceae_616009
128	5c16a120b8c047f5a86fa5e0fd538914	0.0	0.0	0.0	0.0	0.0	73.0	0.0	0.0	0.0	d__Bacteria; p__Nitrospirota_A_437815; c__Nitrospiria; o__Nitrospirales; f__Nitrospiraceae; g__Nitrospira_A
129	5bd771b8ee89ccdab35bb849ef098caa	23.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales_993777; f__Leptotrichiaceae; g__Leptotrichia_A_993641; s__Leptotrichia_A sp001274535
130	ab41af268b164f374d80cdcdb176effe	0.0	0.0	72.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Eubacteriales_258471; f__Eubacteriaceae_258449; g__Pseudoramibacter; s__Pseudoramibacter alactolyticus
131	162f711627d8130193b18e2800b53c94	0.0	0.0	0.0	33.0	39.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_877923; f__Flavobacteriaceae; g__Arenibacter; s__Arenibacter certesii
132	9056faf3f23107117b202f6e1b087ff5	0.0	0.0	0.0	0.0	0.0	36.0	18.0	15.0	0.0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria
133	893ece4b89664eca995c36db50af6f32	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Tannerella
134	5e0cbaf2f6d295af6f557ec010c6ec15	0.0	0.0	0.0	35.0	33.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_877923; f__Flavobacteriaceae; g__Flavobacterium
135	7b78cc65893df876a11e820bfda74565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.0	0.0	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia
136	080b502184eb4db75c9c799b3257022f	0.0	0.0	0.0	0.0	0.0	67.0	0.0	0.0	0.0	d__Archaea; p__Thermoproteota; c__Nitrososphaeria_A; o__Nitrososphaerales; f__Nitrososphaeraceae
137	035d8e6a74519a2f84968f139d041f96	0.0	0.0	0.0	0.0	0.0	0.0	67.0	0.0	0.0	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales
138	e5102d59d5a2b11ffadbf5f6cfadcf5d	0.0	9.0	0.0	21.0	16.0	20.0	0.0	0.0	0.0	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Micrococcaceae
139	9964515ee117c7092c1c10d4919c4af4	0.0	0.0	0.0	0.0	0.0	66.0	0.0	0.0	0.0	d__Bacteria; p__Chlamydiota; c__Chlamydiia; o__Chlamydiales_778124; f__Rhabdochlamydiaceae; g__Rhabdochlamydia; s__
140	d6b1a31fff05e803b855c2e786b76e27	27.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales
141	0cf668f4c5dcf9d3f91ec92d47b07e17	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	33.0	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae
142	6f27f5b0636ce4a9c4376c4142f7b276	0.0	0.0	0.0	27.0	17.0	0.0	20.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__Povalibacter; s__Povalibacter uvarum
143	f501a67816ea1e428dc2b4ffd64ce8da	0.0	0.0	0.0	0.0	0.0	0.0	63.0	0.0	0.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae_966727
144	69ca20aef52189f9db23b61677e4727b	0.0	62.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Pasteurellaceae
145	6db03b315286ceedcf286173365c4a8a	0.0	0.0	62.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Synergistota; c__Synergistia; o__Synergistales; f__Aminobacteriaceae
146	a0521b948561262202ea42b37077d782	0.0	0.0	0.0	0.0	0.0	62.0	0.0	0.0	0.0	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales
147	06215f9952ecabd23b948d49be28859a	20.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas_A_859423; s__Porphyromonas_A_859423 pasteri
148	fe2a1474310d0451329424c9495a4d18	12.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	32.0	d__Bacteria
149	03173a5f9a0103073a2f0427f8f56257	59.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Christensenellales; f__CAG-74; g__SFMI01; s__SFMI01 sp004556155
150	d8f2549e0a2608a9edb5cce4c6bfda44	32.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces
151	180a6a9938879e61f990146036bbef55	0.0	0.0	0.0	0.0	11.0	0.0	36.0	11.0	0.0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria
152	0d89a9265f5e83b7dc950ceef5a1ff5a	0.0	0.0	0.0	0.0	8.0	30.0	20.0	0.0	0.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae_900466; g__ELB16-189; s__ELB16-189 sp001567185
153	ec5a7af33af311954e4e016368d4acb4	0.0	0.0	0.0	25.0	28.0	0.0	4.0	0.0	0.0	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae
154	0481a9db6f6c8efb4c0805cab9d7a809	0.0	0.0	0.0	0.0	0.0	0.0	32.0	25.0	0.0	d__Bacteria; p__Actinobacteriota
155	4a664647fd630d59497e4a0da7eeff8a	0.0	0.0	56.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Peptostreptococcales; f__Anaerovoracaceae; g__Hornefia
156	60a3e4d0d46ffc271b622aa5c2339ca0	0.0	0.0	0.0	0.0	0.0	56.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria
157	7ebeed655d8ac27398e2918db7cef5fd	0.0	0.0	0.0	27.0	27.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Brevundimonas
158	811031db7d8d06caa477f3a1e2dad9d5	53.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Archaea; p__Methanobacteriota_A_1229; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanobrevibacter_A; s__Methanobrevibacter_A oralis
159	367828d1252889baf268e163fb21094a	6.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	20.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales
160	a6c4fdd5386e1f71b2cf74f45352ac2b	23.0	5.0	10.0	0.0	0.0	0.0	0.0	0.0	14.0	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483
161	c5f974c411ab88ef196528d7f25b331f	0.0	0.0	0.0	52.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae_405335; g__Patulibacter
162	132f8c462bb175a4f21295a6e7ffb025	0.0	0.0	0.0	28.0	23.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_597441
163	1edbcb39cbb512e15cba0a99d36fe411	0.0	0.0	0.0	0.0	0.0	24.0	0.0	27.0	0.0	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_D_310495; f__Amphibacillaceae
164	2fffa5240b238ca5c44978ecd7c2f761	0.0	0.0	0.0	7.0	0.0	15.0	0.0	28.0	0.0	d__Archaea; p__Thermoproteota; c__Nitrososphaeria_A; o__Nitrososphaerales; f__Nitrososphaeraceae; g__TA-21; s__TA-21 sp005877075
165	0973f06f7e60e12f99daaa26517f0dce	0.0	0.0	0.0	0.0	0.0	0.0	42.0	8.0	0.0	d__Bacteria
166	e29ff19b6038a5c35f552d828fe4c790	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__GWC2-71-9; g__AG41; s__AG41 sp003222085
167	68632df1e8e0294d4e5eda1119c071a9	0.0	0.0	0.0	24.0	0.0	25.0	0.0	0.0	0.0	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia_401430; o__Acidimicrobiales
168	b871eb06bb0e7729be4292d3c96cfb0c	0.0	0.0	0.0	0.0	0.0	40.0	9.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592524; f__Burkholderiaceae_A_574758
169	393fbb84760d404d0318395c36a65ea0	0.0	0.0	0.0	21.0	27.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia
170	f6b0b724bf9cb7b66553e763093f87b8	0.0	0.0	0.0	19.0	29.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_595422; f__Burkholderiaceae_A_595422; g__Advenella
171	b54877ae85d3230c3c240416e04b782a	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae_409200; g__Flexilinea; s__Flexilinea sp902786265
172	80c693683ba079be5454406b5eeac44a	0.0	10.0	20.0	0.0	0.0	0.0	0.0	0.0	17.0	d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__Treponematales; f__Treponemataceae; g__Treponema_B_986141
173	434c6a17479c34ffeda4b93b78f356e0	0.0	0.0	0.0	0.0	0.0	47.0	0.0	0.0	0.0	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__GWC2-71-9
174	34ec65589765fd9d43676cd135b6b557	0.0	0.0	0.0	19.0	27.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_877923; f__Flavobacteriaceae
175	35e04178223944064bf43fe63af3efe0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Pseudonocardiaceae; g__Pseudonocardia
176	31ea26028c0c95f56572e55e989f4442	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_502138; f__Devosiaceae; g__Devosia_A_502124; s__Devosia_A_502124 ginsengisoli
177	3d27a0848ab55a48ae16e527cf907aa6	0.0	0.0	0.0	0.0	13.0	0.0	0.0	31.0	0.0	d__Bacteria; p__Myxococcota_A_473307; c__UBA9160; o__UBA9160; f__; g__; s__
178	a04652abb34f82c9cca89a0dcbb880ca	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Eubacteriales_258471; f__Eubacteriaceae_258449; g__Pseudoramibacter; s__Pseudoramibacter alactolyticus
179	cfa8cbcd680355ee7b0af04b534d3e16	0.0	0.0	0.0	15.0	16.0	12.0	0.0	0.0	0.0	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae_367444
180	6e057d5be84eee518a22f1f6f1df4735	0.0	0.0	0.0	0.0	43.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Actinobacteriota
181	f9c80a544f1d2a353c8b4d4bee9cb545	0.0	0.0	0.0	0.0	0.0	43.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__SCUD01; s__SCUD01 sp004297335
182	c393270aed615f540e4b3e274ed01832	0.0	0.0	0.0	0.0	0.0	43.0	0.0	0.0	0.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae_900466; g__ELB16-189; s__
183	8e9de861332f95000b4e5e5a03eb2818	0.0	0.0	0.0	0.0	0.0	43.0	0.0	0.0	0.0	d__Bacteria; p__Actinobacteriota
184	d0bae02115a51ebba6fa6baa3f44ebcc	0.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	d__Bacteria; p__Actinobacteriota
185	4721edb1d10a4960f38ca61280ecd2fe	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales_993777; f__Leptotrichiaceae; g__Leptotrichia_A_993641; s__Leptotrichia_A sp001274535
186	6b8e74458ec130dd56ef24016899c3a4	0.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia
187	80bd1e8ba33f50dbeb04a31235bae8e7	7.0	0.0	0.0	0.0	0.0	15.0	18.0	0.0	0.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae_900466
188	7bca73c25d6bb9a2c7d13f95d476bb62	0.0	0.0	0.0	20.0	20.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_877923; f__Flavobacteriaceae
189	1c24924467239c76c9ab9a48afecf200	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	d__Bacteria
190	d0c19a9a7f695e8adc1fb47f365f069d	22.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae
191	ef3431c1a2fed1f919462c520ea102dc	19.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	5.0	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Peptostreptococcales; f__Anaerovoracaceae; g__Mogibacterium; s__Mogibacterium timidum
192	c51d7ada411a6638de903bf0dd6ebcac	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces
193	f62aa367ef3bbe73cbb0b5d11df4aa17	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales
194	f9c4cfde82931939abe68571b58c056f	0.0	0.0	2.0	0.0	0.0	0.0	37.0	0.0	0.0	d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Methylomirabilales; f__CSP1-5; g__CSP1-5; s__CSP1-5 sp001643535
195	59bb5d91d3ba41ad2cddc79041a9812d	0.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	d__Bacteria; p__Zixibacteria; c__MSB-5A5_778960; o__GN15; f__PGXB01; g__; s__
196	7d9f89813b0c9ef8304001d047a082af	6.0	0.0	0.0	0.0	0.0	22.0	10.0	0.0	0.0	d__Archaea; p__Thermoproteota; c__Nitrososphaeria_A; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus_5141
197	4bebd1290b2cd7650ac22e0798f38dbd	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Pasteurellaceae
198	18ac776d49a5a97e41ea842cdad0e353	0.0	0.0	0.0	8.0	0.0	10.0	0.0	20.0	0.0	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides_A_392796
199	1e76b768354f447d6b2203982ab03dc1	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	d__Bacteria; p__Chloroflexota; c__Chloroflexia; o__Thermomicrobiales; f__; g__; s__
200	1e9352c924bd2e28ddb7f6d23b17a116	0.0	0.0	0.0	0.0	0.0	0.0	13.0	25.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__Bog-1198; s__Bog-1198 sp003134045
201	3b203185395c0131e1e357b40d03d03f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales
202	1b8e99f6204cdfaa8d1027120f0fa1b8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_877923; f__Flavobacteriaceae
203	bbf50f74469dd54c97936baec1e97732	12.0	8.0	10.0	0.0	0.0	0.0	0.0	0.0	7.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria
204	f19bb30d3fa27e9f8461df6cf47d5498	0.0	0.0	0.0	17.0	20.0	0.0	0.0	0.0	0.0	d__Bacteria
205	3e26ed71b95b448d933671d41ad426c1	0.0	0.0	0.0	0.0	0.0	37.0	0.0	0.0	0.0	d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__CSP1-6; g__UBA12499; s__UBA12499 sp001788395
206	265bb34b5f6283b48364733f1e960462	0.0	0.0	0.0	0.0	0.0	0.0	15.0	21.0	0.0	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Gemmatales; f__Gemmataceae
207	70882433de4b24f0c348057c82bb09dc	22.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales
208	de8d030921d49ec0f6ea5d7389d63268	0.0	11.0	12.0	0.0	0.0	0.0	0.0	0.0	12.0	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Butyricicoccaceae; g__Butyricicoccus_A_77419; s__Butyricicoccus_A porcorum
209	df2ec37506d94b86c0455e847fc3e280	0.0	0.0	0.0	14.0	21.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Firmicutes_D; c__Bacilli
210	704a588b83a1bb2b49eb7fcc7cb0bac8	0.0	0.0	0.0	11.0	4.0	7.0	0.0	13.0	0.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae_966727
211	dd91562861f492bf2888417fd0475efc	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_501637; f__Kaistiaceae_501637; g__Kaistia
212	6e5161b9d5d87613acfeddf3c6a93864	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria
213	68fd59cdb503e9448b97705d744aa9f6	0.0	0.0	0.0	24.0	10.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_504705; f__Beijerinckiaceae; g__Microvirga
214	1227c8f71245f4e8de996fe0c9334080	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales
215	389739fed22294aa25ba2f4552d7fc9f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__Gaiella; s__
216	6eb2e74954ee5e8fb880dfdd03989166	0.0	0.0	16.0	0.0	0.0	0.0	0.0	17.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Nevskiales; f__Nevskiaceae; g__Panacagrimonas; s__Panacagrimonas perspica
217	4d4c4b45daab81ddbb605672ec203935	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__Actinomyces dentalis
218	8991bf70a3f06f9531d9a96e18d771c3	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_502138; f__Devosiaceae; g__Devosia_A_502124; s__Devosia_A_502124 ginsengisoli
219	448a8e2e36de7d482bedb7c09eb7b8c0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae
220	a516a7dc353b93748f87c043d4a04e27	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides_A_392796
221	05d4433d0f88287cb051022690227042	0.0	0.0	0.0	18.0	14.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_650611; f__Pseudomonadaceae
222	d8ad6f43d8507092efb6946d6ebdb51d	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_501396; f__Rhizobiaceae_A_499470
223	01ede6a84b9f4404884fd5f2888a9fac	4.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__Coriobacteriales; f__Eggerthellaceae
224	e1dabbd142ea4cfebd2b7b82917988f3	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	d__Bacteria; p__Chloroflexota; c__Chloroflexia; o__Thermomicrobiales; f__Thermomicrobiaceae; g__Nitrolancea; s__Nitrolancea hollandica
225	5fe8bc0f97076881ad28167713c82fe8	12.0	0.0	0.0	0.0	0.0	0.0	8.0	9.0	0.0	d__Bacteria
226	04bccba40cf7c05547f19495b542b37f	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Lachnoanaerobaculum
227	6a10ee5f6304242ff04b3901a982e004	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__; g__; s__
228	dd00fe41ec71a53e6733db499a890faf	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	d__Bacteria
