Feature ID	Taxon	Confidence
8ade8b4a71b02770a8f31b2cd1af2cbe	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria	0.9996065390344092
972335de0c7212067fd949f9f182af51	d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales_993521; f__Fusobacteriaceae_993521; g__Fusobacterium_C	0.9822657980331237
01163ae276883077496b0631e7d382bf	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_597433; f__SG8-39; g__SCGC-AG-212-J23; s__SCGC-AG-212-J23 sp005881595	0.9446053986132495
11daa23d36cf116086316a40e39abe6b	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_504721; f__Methyloligellaceae; g__Methyloceanibacter	0.9937169278817619
3382786c7b5377edc8c42bc54f791d57	d__Bacteria; p__Actinobacteriota	0.9744291098032224
7eeea19903760d81496c7b10196c7b72	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_597433; f__SG8-39; g__SCGC-AG-212-J23; s__SCGC-AG-212-J23 sp005881595	0.9860036654299347
f202c989335ea39a0953539dfdd6c6e4	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cardiobacteriales; f__Cardiobacteriaceae; g__Cardiobacterium; s__Cardiobacterium valvarum	0.9961329562422834
5a056f93b213e182bbb6e2c11167cb92	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Propionibacteriales; f__Propionibacteriaceae; g__Arachnia	0.7147511821127165
19c32de31ab525449bd2a28e43966bed	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_877923; f__Flavobacteriaceae	0.9996852358150243
c86316f23549939cd05c165c931b67d9	d__Bacteria; p__Firmicutes_C; c__Negativicutes; o__Veillonellales; f__Megasphaeraceae; g__Megasphaera_A_38565	0.7646632996712431
28df8ca6fe71eb0443869c181a5b3ae3	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Enterobacteriaceae_A	0.9881011883785231
